219230
242912	246402
242912	243333
242912	239401
242912	239561
242912	243299
242912	242707
242912	244264
242912	240067
242912	239478
242912	246986
242912	240415
242912	241531
242912	243428
242912	244742
242912	240765
242912	245829
242912	239991
242912	242605
242912	243005
242912	243621
242912	244080
242912	244178
242912	247130
242912	242349
242912	241946
242912	241413
242912	243624
242912	246233
242912	245701
242912	243970
242912	239663
242912	241838
242912	241386
242912	242775
242912	242314
242912	243363
242912	246657
244081	242912
244081	246402
244081	246727
244081	240963
244081	240568
244081	240010
244081	239485
244081	241382
244081	242862
244081	246191
244081	246159
244081	245636
244081	241092
244081	240587
244081	243333
244081	244839
244081	244261
244081	245759
244081	245227
244081	246227
244081	239732
244081	243004
244081	243600
244081	244064
244081	244662
244081	242017
244081	241534
244081	243094
244081	244590
244081	242755
244081	241235
244081	242043
244081	242482
244081	239401
244081	239880
244081	244037
244081	244494
244081	244987
244081	241411
244081	246180
244081	246652
244081	247101
244081	241212
244081	241713
244081	242197
244081	242885
244081	246283
244081	239561
244081	243299
244081	242707
244081	244264
244081	240067
244081	239478
244081	246986
244081	240415
244081	244960
244081	245039
244081	241531
244081	242668
244081	243120
244081	243467
244081	245438
244081	245846
244081	246259
244081	246907
244081	239330
244081	239748
244081	242107
244081	240794
244081	241668
244081	244356
244081	243879
244081	245338
244081	244855
244081	246297
244081	245807
244081	246665
244081	241957
244081	240320
244081	240748
244081	243428
244081	243862
244081	244392
244081	244826
244081	245375
244081	245282
244081	245812
244081	246316
244081	246703
244081	241474
244081	241906
244081	242375
244081	244742
244081	244267
244081	241012
244081	240559
244081	246053
244081	245518
244081	247108
244081	240765
244081	239694
244081	240215
244081	242207
244081	241612
244081	242162
244081	244565
244081	245098
244081	240364
244081	240922
244081	239416
244081	239762
244081	242194
244081	242758
244081	241578
244081	244200
244081	244796
244081	243259
244081	240946
244081	245829
244081	239991
244081	242605
244081	243005
244081	243621
244081	244080
244081	244178
244081	245169
244081	245259
244081	245738
244081	246398
244081	246805
244081	242968
244081	243542
244081	243997
244081	244609
244081	245075
244081	245694
244081	246158
244081	242033
244081	244577
244081	247130
244081	242349
244081	241946
244081	241413
244081	243624
244081	246233
244081	245701
244081	245299
244081	245888
244081	242052
244081	241639
244081	245145
244081	243722
244081	239957
244081	245418
244081	240980
244081	244187
244081	243764
244081	243264
244081	241275
244081	242803
244081	242234
244081	243750
244081	239470
244081	245411
244081	245874
244081	242059
244081	244776
244081	243280
244081	243731
244081	239947
244081	242655
244081	246634
244081	242391
244081	241788
244081	241316
244081	240535
244081	244239
244081	245753
244081	243970
244081	242444
244081	246696
244081	245434
244081	245923
244081	244344
244081	240608
244081	239663
244081	241838
244081	241386
244081	242775
244081	242314
244081	243363
244081	246657
244081	245958
244081	247099
244081	246639
244081	239824
244081	239593
244081	240743
244081	240329
244081	241881
244081	241196
244081	244120
244081	245491
244081	244963
244081	246061
244081	240565
244081	240910
244081	239724
244081	245171
244081	245577
244081	244447
244081	245132
244081	243523
244081	243902
244081	242311
244081	242979
244081	241364
244081	243007
244081	242139
244081	240611
244081	241065
244081	241633
244081	242168
244081	245358
244081	245898
244081	246480
244081	242825
244081	241996
244081	241510
244081	244950
244081	244408
244081	240281
244081	239745
244081	242623
244081	243158
244081	243422
244081	239419
244081	239941
244081	240243
244081	240763
246402	239561
246402	247130
246402	241838
246727	239561
246727	243299
246727	242707
246727	244264
246727	240067
246727	239478
246727	246986
246727	240415
246727	243428
246727	240765
246727	245829
246727	247130
246727	242349
246727	241946
246727	241413
246727	243624
246727	246233
246727	245701
246727	243970
246727	239663
246727	241838
246727	241386
246727	242775
246727	242314
246727	243363
246727	246657
240963	239561
240963	243299
240963	242707
240963	244264
240963	240067
240963	239478
240963	246986
240963	240415
240963	243428
240963	240765
240963	245829
240963	247130
240963	242349
240963	241946
240963	241413
240963	243624
240963	246233
240963	245701
240963	243970
240963	239663
240963	241838
240963	241386
240963	242775
240963	242314
240963	243363
240963	246657
240568	239561
240568	243299
240568	242707
240568	244264
240568	240067
240568	239478
240568	246986
240568	240415
240568	243428
240568	240765
240568	245829
240568	247130
240568	242349
240568	241946
240568	241413
240568	243624
240568	246233
240568	245701
240568	243970
240568	239663
240568	241838
240568	241386
240568	242775
240568	242314
240568	243363
240568	246657
240010	239561
240010	243299
240010	242707
240010	244264
240010	240067
240010	239478
240010	246986
240010	240415
240010	243428
240010	240765
240010	245829
240010	247130
240010	242349
240010	241946
240010	241413
240010	243624
240010	246233
240010	245701
240010	243970
240010	239663
240010	241838
240010	241386
240010	242775
240010	242314
240010	243363
240010	246657
239485	239561
239485	243299
239485	242707
239485	244264
239485	240067
239485	239478
239485	246986
239485	240415
239485	243428
239485	240765
239485	245829
239485	247130
239485	242349
239485	241946
239485	241413
239485	243624
239485	246233
239485	245701
239485	243970
239485	239663
239485	241838
239485	241386
239485	242775
239485	242314
239485	243363
239485	246657
241382	239561
241382	243299
241382	242707
241382	244264
241382	240067
241382	239478
241382	246986
241382	240415
241382	243428
241382	240765
241382	245829
241382	247130
241382	242349
241382	241946
241382	241413
241382	243624
241382	246233
241382	245701
241382	243970
241382	239663
241382	241838
241382	241386
241382	242775
241382	242314
241382	243363
241382	246657
242862	243333
242862	242043
242862	239401
242862	239561
242862	243299
242862	242707
242862	244264
242862	240067
242862	239478
242862	246986
242862	240415
242862	245039
242862	241531
242862	243428
242862	244742
242862	240765
242862	239694
242862	240215
242862	242207
242862	241612
242862	242162
242862	244565
242862	245829
242862	239991
242862	242605
242862	243005
242862	243621
242862	244080
242862	244178
242862	247130
242862	242349
242862	241946
242862	241413
242862	243624
242862	246233
242862	245701
242862	245299
242862	245888
242862	242052
242862	241639
242862	245145
242862	243722
242862	241275
242862	243970
242862	239663
242862	241838
242862	241386
242862	242775
242862	242314
242862	243363
242862	246657
242862	245958
242862	240565
242862	240910
242862	239724
242862	245171
242862	245577
242862	244447
242862	245132
242862	243007
242862	242139
242862	240611
242862	242825
242862	242623
242862	241241
242862	243653
246191	243333
246191	242043
246191	239401
246191	239561
246191	243299
246191	242707
246191	244264
246191	240067
246191	239478
246191	246986
246191	240415
246191	245039
246191	241531
246191	243428
246191	244742
246191	240765
246191	239694
246191	240215
246191	242207
246191	241612
246191	242162
246191	244565
246191	245829
246191	239991
246191	242605
246191	243005
246191	243621
246191	244080
246191	244178
246191	247130
246191	242349
246191	241946
246191	241413
246191	243624
246191	246233
246191	245701
246191	245299
246191	245888
246191	242052
246191	241639
246191	245145
246191	243722
246191	241275
246191	243970
246191	239663
246191	241838
246191	241386
246191	242775
246191	242314
246191	243363
246191	246657
246191	245958
246191	240565
246191	240910
246191	239724
246191	245171
246191	245577
246191	244447
246191	245132
246191	243007
246191	242139
246191	240611
246191	242825
246191	242623
246191	241241
246191	243653
246159	243333
246159	242043
246159	239401
246159	239561
246159	243299
246159	242707
246159	244264
246159	240067
246159	239478
246159	246986
246159	240415
246159	245039
246159	241531
246159	243428
246159	244742
246159	240765
246159	239694
246159	240215
246159	242207
246159	241612
246159	242162
246159	244565
246159	245829
246159	239991
246159	242605
246159	243005
246159	243621
246159	244080
246159	244178
246159	247130
246159	242349
246159	241946
246159	241413
246159	243624
246159	246233
246159	245701
246159	245299
246159	245888
246159	242052
246159	241639
246159	245145
246159	243722
246159	241275
246159	243970
246159	239663
246159	241838
246159	241386
246159	242775
246159	242314
246159	243363
246159	246657
246159	245958
246159	240565
246159	240910
246159	239724
246159	245171
246159	245577
246159	244447
246159	245132
246159	243007
246159	242139
246159	240611
246159	242825
246159	242623
246159	241241
246159	243653
245636	243333
245636	242043
245636	239401
245636	239561
245636	243299
245636	242707
245636	244264
245636	240067
245636	239478
245636	246986
245636	240415
245636	245039
245636	241531
245636	243428
245636	244742
245636	240765
245636	239694
245636	240215
245636	242207
245636	241612
245636	242162
245636	244565
245636	245829
245636	239991
245636	242605
245636	243005
245636	243621
245636	244080
245636	244178
245636	247130
245636	242349
245636	241946
245636	241413
245636	243624
245636	246233
245636	245701
245636	245299
245636	245888
245636	242052
245636	241639
245636	245145
245636	243722
245636	241275
245636	243970
245636	239663
245636	241838
245636	241386
245636	242775
245636	242314
245636	243363
245636	246657
245636	245958
245636	240565
245636	240910
245636	239724
245636	245171
245636	245577
245636	244447
245636	245132
245636	243007
245636	242139
245636	240611
245636	242825
245636	242623
245636	241241
245636	243653
241092	243333
241092	242043
241092	239401
241092	239561
241092	243299
241092	242707
241092	244264
241092	240067
241092	239478
241092	246986
241092	240415
241092	245039
241092	241531
241092	243428
241092	244742
241092	240765
241092	239694
241092	240215
241092	242207
241092	241612
241092	242162
241092	244565
241092	245829
241092	239991
241092	242605
241092	243005
241092	243621
241092	244080
241092	244178
241092	247130
241092	242349
241092	241946
241092	241413
241092	243624
241092	246233
241092	245701
241092	245299
241092	245888
241092	242052
241092	241639
241092	245145
241092	243722
241092	241275
241092	243970
241092	239663
241092	241838
241092	241386
241092	242775
241092	242314
241092	243363
241092	246657
241092	245958
241092	240565
241092	240910
241092	239724
241092	245171
241092	245577
241092	244447
241092	245132
241092	243007
241092	242139
241092	240611
241092	242825
